category,domain,length_category,model_family,model,attention,attention_backend,flash_attn_version,chunk_size,overlap,segmentation_method,top_k,embedding_model,query_strategy,num_chunks,context_tokens,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,model_commit_hash,tokenizer_version,rougeL,bertscore_f1
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,23,3001,5.506653547286987,1.1897921562194824,653.7545841745654,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.11940298507462685,0.7641165256500244
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,25,3050,4.9281227588653564,2.1897478103637695,730.5012833789186,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.11311053984575836,0.7678728699684143
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,21,3072,4.878121614456177,2.1922521591186523,737.9889811134476,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.1373134328358209,0.8095601797103882
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,26,3064,4.940744161605835,2.191018581390381,728.6351776672307,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.06686930091185411,0.7676804661750793
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,31,3073,4.985448598861694,2.1932802200317383,722.1015177695288,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.1883656509695291,0.8454567193984985
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,28,1957,4.81256628036499,2.0267562866210938,748.0416456159378,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.08488063660477453,0.7873160243034363
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,22,3048,4.954414367675781,2.1892385482788086,726.6247295518067,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.12209302325581395,0.8305429816246033
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,30,2949,4.990370988845825,2.181216239929199,721.3892530327909,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.1810699588477366,0.8316717147827148
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,26,2889,5.017945289611816,2.168933868408203,717.4251196904725,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.07323943661971831,0.7686911225318909
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,23,3072,4.81343412399292,2.189816474914551,747.9067765891991,42,17,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.1642512077294686,0.8328977823257446
