category,domain,length_category,model_family,model,attention,attention_backend,flash_attn_version,chunk_size,overlap,segmentation_method,top_k,embedding_model,query_strategy,num_chunks,context_tokens,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,model_commit_hash,tokenizer_version,rougeL,bertscore_f1
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,22,2873,5.4480485916137695,1.1713709831237793,660.7870578727055,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.18579234972677594,0.810044527053833
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,26,2898,4.868237495422363,2.169600009918213,739.4873408261418,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.13333333333333333,0.7873247265815735
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,24,3045,4.902068614959717,2.189425468444824,734.3838454267706,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.16,0.7943858504295349
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,19,3071,4.955687999725342,2.191880702972412,726.437984029568,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.18528610354223438,0.831107497215271
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,25,3057,4.989017724990845,2.1904444694519043,721.5849288261661,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.1878172588832487,0.8208475112915039
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,23,3071,5.000982046127319,2.191880702972412,719.8586131273522,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.15964523281596454,0.8352617025375366
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,28,2918,4.888081789016724,2.180251121520996,736.4852216853287,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.15561959654178673,0.8105147480964661
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,34,3049,4.981653690338135,2.1898488998413086,722.6515979989059,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.15217391304347827,0.8339740633964539
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,21,3072,4.970351696014404,2.1931886672973633,724.2948226152179,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.12949640287769784,0.7895007133483887
arxiv_extra_long,arxiv,extra_long,LongT5,google/long-t5-tglobal-base,default,transient_global,,1024,0,fixed,3,sentence-transformers/all-MiniLM-L6-v2,first_tokens,22,3071,4.526483058929443,2.1858363151550293,795.3194462747939,42,60,aecb1376e5bd78db32ebc5c9deb257449b9e2b21,4.57.1,0.15319148936170213,0.8023406863212585
